userId,venueCategory,1
2046,Train Station,111
627,Light Rail,20
822,Bridge,32
547,Convenience Store,160
1320,Building,4
1372,Coffee Shop,8
149,Train Station,55
294,Bridge,174
1396,Convenience Store,17
1996,Medical Center,20
1884,Fast Food Restaurant,11
1338,Airport,61
1617,Train Station,365
734,Train Station,334
641,Subway,4
1303,Train Station,258
806,Train Station,142
1809,Train Station,85
115,Train Station,80
997,Train Station,381
1158,Bridge,42
1924,Subway,79
1216,Train Station,60
53,Train Station,29
1699,Train Station,112
1713,Train Station,334
627,Event Space,7
1676,Bridge,51
583,Train Station,288
1711,College Academic Building,69
2198,Smoke Shop,33
1658,Train Station,315
1322,Office,31
1143,Building,70
2212,Train Station,484
2284,Train Station,129
1338,Ramen /  Noodle House,3
615,Train Station,221
1924,Convenience Store,37
1486,Train Station,271
1100,Government Building,5
1883,Subway,150
1388,Train Station,151
1040,Bridge,44
336,Convenience Store,158
1646,Convenience Store,102
845,Train Station,109
1916,Coffee Shop,83
42,Train Station,55
1646,Train Station,505
2258,Train Station,270
65,Bus Station,46
2284,Park,39
343,Subway,103
1396,Mall,50
1002,Subway,474
1796,Train Station,71
1480,Train Station,357
2011,Subway,79
371,Train Station,88
264,Train Station,264
1693,Office,100
615,History Museum,12
2164,Train Station,107
785,Train Station,295
988,Train Station,114
556,Train Station,180
936,Subway,147
1672,Subway,129
1795,Ramen /  Noodle House,10
641,Coffee Shop,18
390,Subway,46
1941,Train Station,165
955,Train Station,132
2284,Road,231
2012,Train Station,133
1960,Convenience Store,102
212,Train Station,96
426,Bridge,330
482,Train Station,222
1321,Train Station,704
161,Building,46
1540,Movie Theater,19
86,Train Station,336
425,University,79
838,Train Station,135
2204,Train Station,59
183,Train Station,384
997,Subway,127
51,Train Station,225
342,School,29
146,Subway,147
426,Parking,99
1761,Office,27
1388,Subway,61
207,Subway,64
733,Building,43
1518,Convenience Store,28
1518,Building,38
2156,Subway,102
1826,Train Station,42
504,Train Station,138
1913,Train Station,624
2258,Subway,80
207,Café,39
1267,Event Space,2
1323,Convenience Store,42
1323,Park,81
1973,Bridge,62
831,Office,78
1793,Ramen /  Noodle House,49
430,School,1
358,Subway,94
92,Bridge,17
1903,Train Station,47
1323,Shrine,37
1309,Train Station,528
612,Train Station,59
358,Train Station,138
1672,Train Station,144
354,Train Station,461
1789,Train Station,553
749,Train Station,147
1941,Subway,144
790,Train Station,182
1765,Building,2
1217,Subway,122
1799,Train Station,167
754,Subway,112
667,Train Station,61
232,Other Great Outdoors,31
1922,Fast Food Restaurant,44
729,Train Station,166
409,Train Station,519
655,Fast Food Restaurant,7
653,Train Station,264
2,Train Station,75
2290,Subway,57
1352,Bakery,13
1512,Bus Station,37
1830,Event Space,24
2187,Train Station,102
2187,Convenience Store,10
1710,Subway,78
1617,Mall,47
1790,Bus Station,25
1541,Bar,118
1018,Bridge,1
1519,Subway,133
1555,School,21
2083,Café,32
1462,Train Station,190
1913,Convenience Store,39
1362,College Academic Building,31
1667,Building,4
593,Train Station,47
1937,Train Station,163
113,Fast Food Restaurant,16
1790,Convenience Store,82
2260,Subway,20
1190,Train Station,200
1587,Coffee Shop,28
1108,Pool,59
874,Office,15
2290,Building,7
92,Building,56
2267,Coffee Shop,5
318,Building,12
155,Office,25
263,Convenience Store,11
2212,Road,48
263,Office,34
1147,Subway,118
1960,Office,88
1828,Mall,29
146,University,6
1646,Subway,323
1018,General College & University,2
733,Miscellaneous Shop,18
1828,Train Station,98
1930,Subway,14
1007,Train Station,241
1076,Train Station,663
271,Train Station,167
1753,Train Station,309
1807,Temple,15
1402,Burger Joint,2
1346,Train Station,93
172,Train Station,84
1332,Convenience Store,38
1807,Road,95
955,Food & Drink Shop,4
284,Train Station,198
2134,Convenience Store,11
1707,Train Station,60
955,Other Great Outdoors,108
701,Office,50
1541,Office,55
1807,Mall,22
1147,Home (private),51
156,Train Station,50
18,Train Station,440
1471,Train Station,71
59,Historic Site,189
191,Building,76
929,Train Station,94
1788,Electronics Store,13
1389,Subway,197
315,Subway,251
1387,Train Station,158
1919,Subway,183
1296,University,55
59,Garden,32
494,Scenic Lookout,12
2250,Train Station,337
1930,Bus Station,7
1031,Train Station,93
324,College Academic Building,14
1516,Subway,46
42,Department Store,14
1999,Office,34
1428,Train Station,43
782,Subway,76
1389,Mall,34
1912,Road,46
1807,Spiritual Center,11
1918,Subway,2
886,Train Station,309
2167,Subway,127
1646,Mall,65
1086,Train Station,582
517,Train Station,90
1308,Light Rail,35
1707,Office,34
1907,Coffee Shop,13
1745,Coffee Shop,27
697,Train Station,160
1097,Building,87
496,Road,1
586,Train Station,73
1226,Train Station,55
1041,Art Gallery,9
951,Train Station,249
632,Train Station,152
1987,Home (private),111
498,Train Station,109
211,Bridge,3
2006,Train Station,167
584,Train Station,91
1989,Train Station,109
1734,Train Station,248
2083,Bakery,2
2026,Train Station,297
1454,Train Station,99
900,Subway,185
439,Convenience Store,60
1086,Bus Station,86
823,Government Building,37
329,Train Station,60
2156,Office,29
1392,Train Station,62
584,Road,29
2267,Train Station,42
584,General College & University,21
237,Sandwich Place,10
1454,Subway,31
391,Convenience Store,126
1809,Medical Center,9
1880,Event Space,1
947,Train Station,62
1784,Train Station,480
2243,Train Station,47
75,Other Great Outdoors,2
1402,Train Station,112
1782,Convention Center,1
1383,Train Station,146
508,Subway,236
1545,Train Station,78
737,Train Station,200
1476,Park,25
620,Subway,127
845,Mall,2
767,Train Station,609
1416,Train Station,88
1265,Café,10
508,Convenience Store,56
1610,Train Station,115
329,Building,27
517,Fast Food Restaurant,5
514,Train Station,252
935,Subway,63
431,Coffee Shop,23
951,Subway,126
1872,Subway,73
2218,Train Station,514
996,Subway,15
624,Train Station,581
2190,Automotive Shop,6
496,Office,4
2177,Mall,87
632,Subway,82
1765,Café,12
1161,Train Station,67
1638,Bar,8
86,Office,99
1638,Park,51
1638,Other Great Outdoors,24
1561,Train Station,59
950,Train Station,112
2177,Park,22
1357,Office,75
266,College Academic Building,141
1550,Train Station,155
737,Plaza,46
849,Train Station,148
2083,Building,14
27,Shrine,27
1650,Subway,220
1677,Train Station,160
1545,Plaza,10
2083,Convenience Store,23
1922,Mobile Phone Shop,4
1089,Train Station,118
1226,Coffee Shop,37
75,Mall,89
928,University,82
1360,Train Station,42
1545,Subway,19
2058,Train Station,58
1677,Café,34
620,Train Station,201
1210,Office,43
1872,Office,26
1491,Train Station,16
1379,Taxi,28
2236,Train Station,152
2092,General Entertainment,9
624,University,152
1143,Road,120
575,College Academic Building,135
1865,Subway,120
1877,Subway,60
1861,Train Station,12
191,Office,73
778,Food & Drink Shop,26
177,Subway,30
1531,Subway,13
996,Building,33
59,Government Building,2
712,Train Station,115
1231,Playground,47
996,Smoke Shop,23
808,Coffee Shop,77
233,Train Station,161
1711,Food & Drink Shop,68
1677,Gym / Fitness Center,154
2190,Road,183
1545,Office,19
314,Sculpture Garden,9
458,Office,3
1379,Building,12
1324,Road,15
1735,Train Station,50
2086,General Entertainment,19
314,College Academic Building,50
1768,Airport,10
368,Train Station,342
805,Department Store,8
2234,Train Station,265
1711,Miscellaneous Shop,7
1944,Plaza,114
368,Subway,619
978,Bus Station,33
695,Subway,70
379,Train Station,225
191,Mall,11
1642,Restaurant,5
426,Playground,25
233,Arts & Crafts Store,16
2286,Medical Center,3
1411,Train Station,42
2083,Office,25
8,Train Station,277
837,Food & Drink Shop,17
2083,Smoke Shop,12
1866,Bakery,4
941,Stadium,4
250,High School,42
36,Train Station,203
720,Subway,40
452,Gym / Fitness Center,65
2190,Food & Drink Shop,11
1541,Playground,18
1528,Train Station,64
160,Building,11
1372,Convenience Store,45
1463,Fast Food Restaurant,2
2177,Road,52
1418,Train Station,137
881,Shop & Service,2
928,Bookstore,135
2056,Electronics Store,1
1350,Train Station,122
1872,Convenience Store,17
1231,Convenience Store,25
1853,Subway,313
690,Office,7
1418,Office,1
1847,Train Station,75
1600,Subway,44
720,Train Station,85
454,Government Building,83
426,Park,75
454,Post Office,6
1974,Office,47
368,Office,119
368,Smoke Shop,114
225,Sculpture Garden,1
1040,Road,229
1147,Office,51
960,Food & Drink Shop,2
1329,Music Venue,5
1607,Medical Center,7
1329,Convenience Store,71
1552,Office,22
1919,Train Station,27
1552,Coffee Shop,14
1514,Train Station,38
720,Park,5
2000,Temple,92
1638,Plaza,10
1638,Temple,28
2262,Building,44
26,Train Station,260
1505,Convenience Store,57
1042,Subway,5
928,Fast Food Restaurant,41
1853,Department Store,6
1987,Train Station,227
477,Train Station,67
782,Train Station,30
1042,French Restaurant,5
1070,Subway,103
37,Train Station,84
1027,Coffee Shop,9
1055,Train Station,121
1106,Subway,20
1505,Train Station,567
1529,Bookstore,1
1529,Train Station,47
1643,Subway,237
156,Fast Food Restaurant,1
1892,Ramen /  Noodle House,62
1783,Medical Center,2
1231,Mobile Phone Shop,2
1919,Clothing Store,1
1231,Electronics Store,1
1540,Miscellaneous Shop,1
1328,Train Station,238
1876,Ramen /  Noodle House,20
1187,Subway,207
394,Train Station,105
584,College Academic Building,176
1768,Bus Station,4
2145,Food & Drink Shop,42
1081,Subway,7
1106,Train Station,53
652,Post Office,17
1667,Chinese Restaurant,2
386,Government Building,2
278,Ramen /  Noodle House,43
151,Train Station,219
881,Train Station,155
790,Café,12
1833,Ramen /  Noodle House,23
1284,Korean Restaurant,1
26,Subway,12
1453,Subway,31
695,Government Building,2
1638,Airport,11
1638,Museum,2
1040,Convenience Store,43
652,Food & Drink Shop,115
1540,Furniture / Home Store,2
652,Bookstore,113
386,Post Office,1
1336,Chinese Restaurant,8
1041,Burger Joint,1
1040,Train Station,265
1860,Ramen /  Noodle House,21
805,College Academic Building,12
695,Ramen /  Noodle House,10
472,Coffee Shop,26
190,Park,9
261,Ramen /  Noodle House,14
948,Subway,110
244,Building,23
1055,Subway,4
963,Ramen /  Noodle House,28
958,Asian Restaurant,4
1100,Art Gallery,1
434,Light Rail,1
149,Coffee Shop,1
62,Italian Restaurant,1
230,Chinese Restaurant,7
26,Government Building,10
874,Ramen /  Noodle House,45
369,College Academic Building,8
1418,Ramen /  Noodle House,39
517,Café,5
1919,Electronics Store,1
1800,Italian Restaurant,5
1012,Italian Restaurant,1
1418,Coffee Shop,63
972,Convenience Store,73
1540,Café,9
1987,Ramen /  Noodle House,15
1919,Department Store,1
454,College Academic Building,8
329,Chinese Restaurant,11
2250,College Academic Building,79
881,Bar,129
770,Train Station,162
342,Japanese Restaurant,13
477,Bus Station,2
1801,Japanese Restaurant,6
2112,Steakhouse,2
435,Food & Drink Shop,42
1463,Office,10
1514,French Restaurant,1
948,Train Station,118
477,University,24
693,Italian Restaurant,6
695,Train Station,46
550,Japanese Restaurant,3
1463,Food & Drink Shop,82
192,Chinese Restaurant,3
299,Japanese Restaurant,28
1676,Chinese Restaurant,16
1919,Ramen /  Noodle House,11
666,Chinese Restaurant,1
652,Miscellaneous Shop,56
1729,Medical Center,20
1390,Burger Joint,1
785,Chinese Restaurant,6
701,Korean Restaurant,1
61,Indian Restaurant,9
970,Ramen /  Noodle House,2
2151,Food & Drink Shop,28
487,Ramen /  Noodle House,12
1931,Garden,1
456,Japanese Restaurant,15
1860,Train Station,28
386,College Academic Building,33
1913,Asian Restaurant,4
725,Playground,75
63,Japanese Restaurant,33
507,Chinese Restaurant,19
695,Electronics Store,65
280,Mall,1
831,Chinese Restaurant,2
156,Factory,1
244,Subway,2
2070,Café,61
18,Food & Drink Shop,43
1324,Home (private),23
2103,Convenience Store,2
1092,Ramen /  Noodle House,4
361,Subway,21
1096,Train Station,69
1328,Subway,68
55,Food & Drink Shop,2
1541,Post Office,31
336,Building,46
1206,Train Station,347
741,Train Station,161
87,Ramen /  Noodle House,32
960,Train Station,69
430,Café,10
519,Train Station,302
1822,Ramen /  Noodle House,13
1801,Plaza,1
69,Ramen /  Noodle House,20
948,Neighborhood,5
1782,Italian Restaurant,5
425,College Academic Building,34
1147,Chinese Restaurant,2
1640,Ramen /  Noodle House,43
92,Chinese Restaurant,2
957,Japanese Restaurant,17
299,Fast Food Restaurant,12
1891,Train Station,180
2043,Library,242
1905,Train Station,55
1851,Road,707
1013,Train Station,294
1851,Bridge,252
652,Convenience Store,84
1957,Chinese Restaurant,18
1283,Ramen /  Noodle House,25
1919,Bank,1
2037,Train Station,138
1585,Sushi Restaurant,5
2110,Ramen /  Noodle House,12
2150,Japanese Restaurant,55
1529,Office,13
2235,Ramen /  Noodle House,12
1821,Road,6
1027,Subway,14
885,Office,40
1325,Airport,4
1535,Miscellaneous Shop,12
65,Japanese Restaurant,21
1801,Historic Site,2
17,Restaurant,2
1535,Ramen /  Noodle House,6
728,Train Station,95
197,Japanese Restaurant,31
1055,Fast Food Restaurant,1
1405,Train Station,14
67,Train Station,99
885,Convenience Store,49
2187,Deli / Bodega,2
1066,Building,12
219,Electronics Store,2
192,Coffee Shop,1
1041,Playground,2
252,Subway,10
492,Office,45
1021,Video Store,2
1555,Ramen /  Noodle House,25
1541,Video Store,14
524,Japanese Restaurant,23
386,Coffee Shop,2
109,Bar,3
236,Train Station,38
1801,Museum,1
1640,Convenience Store,1
1941,Convenience Store,88
1441,Sushi Restaurant,2
325,Building,30
361,Train Station,46
1416,Ramen /  Noodle House,19
449,Train Station,256
1648,Train Station,411
299,Train Station,23
392,Convenience Store,26
418,Japanese Restaurant,25
1020,Subway,80
392,Japanese Restaurant,8
397,Dumpling Restaurant,1
1284,Hobby Shop,1
200,Restaurant,14
1246,Coffee Shop,2
1851,BBQ Joint,13
1772,Train Station,28
2083,Coffee Shop,15
712,University,50
2115,Ramen /  Noodle House,4
1819,Japanese Restaurant,18
2087,Office,99
948,Hobby Shop,20
1607,Train Station,510
1499,Train Station,28
948,Bookstore,10
1231,Burger Joint,1
496,Deli / Bodega,2
1206,Subway,72
1600,Café,2
183,Food,1
577,Indian Restaurant,1
2153,Train Station,57
1541,Church,9
1304,Train Station,437
1905,Subway,2
727,Japanese Restaurant,33
1552,Japanese Restaurant,13
2125,Sushi Restaurant,6
869,Burger Joint,2
1726,Restaurant,4
1693,Convenience Store,52
1737,Thai Restaurant,2
734,Trade School,1
781,Japanese Restaurant,30
1552,Convenience Store,55
2211,Salon / Barbershop,6
294,Ramen /  Noodle House,18
1552,Building,96
465,Tea Room,1
299,Stadium,1
804,Parking,8
502,Chinese Restaurant,18
682,Food,1
530,Coffee Shop,6
1453,Train Station,7
2158,Sandwich Place,2
161,Ramen /  Noodle House,31
1988,Food Truck,9
2153,University,18
1372,Other Great Outdoors,24
44,Café,6
1537,Restaurant,5
2284,Café,12
1960,Diner,11
754,College Academic Building,42
700,Office,6
1918,Ramen /  Noodle House,32
2214,Government Building,143
2,Asian Restaurant,1
1995,Arcade,66
1995,Japanese Restaurant,19
1678,Fast Food Restaurant,6
699,Chinese Restaurant,4
1774,Food Truck,2
689,Train Station,16
620,Drugstore / Pharmacy,1
144,Video Store,4
1807,Bridge,41
885,Food & Drink Shop,29
175,Hotel,4
1325,Bus Station,5
1807,Sandwich Place,4
1492,Park,10
1740,Convenience Store,1
1648,Bus Station,70
503,Food & Drink Shop,10
1995,Train Station,270
1187,Train Station,236
1733,Train Station,47
2027,Indian Restaurant,1
244,Gift Shop,1
1372,Fast Food Restaurant,4
790,Factory,2
1284,Bike Shop,1
61,Movie Theater,108
1217,Italian Restaurant,2
1492,Bridge,15
1427,Concert Hall,1
410,Train Station,71
1388,Japanese Restaurant,19
430,Coffee Shop,16
2020,Ramen /  Noodle House,44
770,Italian Restaurant,1
1162,Department Store,16
67,Bar,4
1079,Train Station,38
1402,Chinese Restaurant,13
690,Library,11
1540,Bookstore,7
58,Ramen /  Noodle House,27
1578,Bar,11
1079,Electronics Store,7
1919,Bridge,15
1205,Bar,9
839,Japanese Restaurant,16
1722,Diner,22
1648,University,96
1189,Chinese Restaurant,3
2092,Ramen /  Noodle House,13
1743,Ramen /  Noodle House,3
1454,Electronics Store,2
1766,Medical Center,2
2062,Train Station,14
700,BBQ Joint,8
207,Japanese Restaurant,14
183,Library,14
1766,Ramen /  Noodle House,9
1020,Train Station,380
236,Japanese Restaurant,3
1710,Italian Restaurant,1
418,Coffee Shop,61
885,Ramen /  Noodle House,19
1772,Office,3
2077,Ramen /  Noodle House,61
690,Deli / Bodega,5
444,Japanese Restaurant,10
1066,Japanese Restaurant,6
461,French Restaurant,2
322,Chinese Restaurant,6
2058,Subway,7
1120,Bridge,6
720,Art Museum,1
508,Asian Restaurant,2
1187,Office,53
1393,Fast Food Restaurant,21
1372,Train Station,134
369,Chinese Restaurant,2
2259,Ramen /  Noodle House,15
502,Café,24
1027,Bridge,3
1528,Stadium,1
439,Event Space,1
1020,Ramen /  Noodle House,10
1027,Building,6
160,Indian Restaurant,5
1134,Fast Food Restaurant,1
1807,Garden,5
1120,Subway,16
1836,Train Station,415
1062,Miscellaneous Shop,5
1950,Train Station,229
599,University,30
1010,Chinese Restaurant,8
1389,Diner,2
1301,Arcade,26
779,Post Office,4
75,Ramen /  Noodle House,18
138,Train Station,50
13,Government Building,2
1086,Building,13
2035,Chinese Restaurant,7
439,Food & Drink Shop,20
1722,Coffee Shop,87
556,Bar,6
1086,Office,26
1309,Office,59
1309,Coffee Shop,60
494,Ramen /  Noodle House,26
779,Convenience Store,35
1086,Japanese Restaurant,9
1411,Japanese Restaurant,3
2116,Japanese Restaurant,4
461,Japanese Restaurant,5
1060,Chinese Restaurant,12
650,Bar,151
1828,Office,17
2284,Building,11
721,Ramen /  Noodle House,11
682,Government Building,10
2140,Ramen /  Noodle House,40
516,Ramen /  Noodle House,4
2083,Chinese Restaurant,13
1029,Post Office,16
410,Mall,12
287,Ramen /  Noodle House,4
375,Temple,3
1733,Mobile Phone Shop,2
1541,Gym / Fitness Center,114
1811,Bar,5
179,Bank,13
1476,Mobile Phone Shop,1
1251,Library,6
619,Japanese Restaurant,29
1092,Mall,17
2217,Train Station,169
756,Indian Restaurant,13
1767,Government Building,31
401,Library,2
329,Coffee Shop,27
1041,Park,23
1092,Other Great Outdoors,7
693,Train Station,75
375,Miscellaneous Shop,13
1092,General Travel,16
1389,Café,3
1120,Spiritual Center,11
1123,Japanese Restaurant,9
1216,Bookstore,4
1499,Mall,9
13,Japanese Restaurant,24
357,Building,14
86,Other Great Outdoors,88
60,Asian Restaurant,2
721,Electronics Store,33
549,Bank,1
1367,Café,27
1881,Ramen /  Noodle House,39
1120,Department Store,10
1092,Train Station,1304
1743,Arcade,9
2273,Korean Restaurant,4
1706,Train Station,80
1600,Train Station,74
2134,Fast Food Restaurant,1
80,Office,6
1268,Food,5
1738,Chinese Restaurant,16
492,Japanese Restaurant,1
720,Mall,4
1031,Ramen /  Noodle House,21
1231,Other Great Outdoors,6
1648,College Academic Building,52
2034,Asian Restaurant,6
753,Café,39
1477,Italian Restaurant,6
26,Hobby Shop,1
434,Government Building,2
149,Bus Station,1
1560,Coffee Shop,73
175,Subway,1
1547,Train Station,94
1595,Event Space,5
1706,University,23
221,Convenience Store,14
2058,Mobile Phone Shop,2
1995,University,52
1995,Café,6
1134,Coffee Shop,10
2274,Movie Theater,1
160,Train Station,10
1370,Office,5
365,Ramen /  Noodle House,36
867,Park,15
766,Shrine,3
948,General Travel,3
1325,Food & Drink Shop,4
549,Building,68
2086,Diner,5
2073,Restaurant,2
2058,Arcade,12
1088,Other Great Outdoors,53
455,University,7
1685,Office,13
2109,Park,2
1851,Post Office,21
1088,Office,61
663,Spa / Massage,1
459,Train Station,101
1120,School,31
1088,Shrine,35
2156,Indian Restaurant,1
720,Road,35
1031,Camera Store,7
342,Hobby Shop,3
1738,Smoke Shop,40
1706,College Academic Building,28
394,Japanese Restaurant,10
712,College Academic Building,120
1321,Post Office,5
1092,Factory,7
830,Ramen /  Noodle House,28
805,Dumpling Restaurant,1
2,Office,68
1321,Japanese Restaurant,15
720,Hobby Shop,13
1255,Government Building,13
191,Convention Center,13
492,Garden,3
2090,Bar,4
2163,Convention Center,9
1325,Train Station,331
1547,Music Venue,31
1325,Mall,6
426,Ramen /  Noodle House,25
221,Indian Restaurant,51
1325,Ramen /  Noodle House,19
1950,University,19
1089,Restaurant,3
1103,Japanese Restaurant,2
70,Food,1
663,Bakery,2
1865,Food & Drink Shop,1
13,Bookstore,20
86,Subway,29
1697,Ramen /  Noodle House,31
626,Salon / Barbershop,5
693,Office,20
156,Office,12
2179,Japanese Restaurant,18
40,Train Station,38
1302,Bar,9
1092,Bridge,7
275,BBQ Joint,3
1248,University,21
1162,Playground,5
686,Japanese Restaurant,15
1514,Bike Shop,12
100,Train Station,69
804,Mall,11
410,University,7
612,Bookstore,4
1462,Sushi Restaurant,2
616,Japanese Restaurant,4
515,Subway,102
591,Office,13
698,Road,104
1354,Soup Place,3
560,Video Store,106
118,Train Station,138
199,Train Station,103
199,Food & Drink Shop,8
720,Coffee Shop,1
1400,Sushi Restaurant,4
1058,Bridge,20
689,Ramen /  Noodle House,1
321,Japanese Restaurant,32
40,Indian Restaurant,1
515,Arcade,20
599,Japanese Restaurant,8
1357,Shrine,8
1844,Subway,101
410,Light Rail,4
1723,Office,26
1514,Music Store,2
426,Electronics Store,10
399,Coffee Shop,3
943,Garden,16
560,Parking,13
418,Road,7
746,College Academic Building,19
1866,Italian Restaurant,5
1830,Japanese Restaurant,11
1723,Drugstore / Pharmacy,8
393,Sushi Restaurant,4
559,Music Venue,7
118,Coffee Shop,8
991,Train Station,97
1321,Convenience Store,23
1367,Ramen /  Noodle House,14
981,University,5
612,Ramen /  Noodle House,23
1581,Train Station,215
62,Building,2
1734,Diner,11
1301,Electronics Store,6
1844,Office,21
1622,Ramen /  Noodle House,4
1458,Train Station,2
560,Bank,24
1723,Train Station,39
2240,Train Station,68
418,Bank,4
100,Park,2
1851,Recycling Facility,1
410,Coffee Shop,10
1468,Airport,1
1504,Coffee Shop,39
1634,Train Station,116
1847,Chinese Restaurant,12
478,Chinese Restaurant,3
418,Train Station,33
1788,Coffee Shop,10
1357,General Entertainment,1
689,Miscellaneous Shop,2
881,Bowling Alley,1
737,Chinese Restaurant,5
519,Library,1
214,Mall,3
1096,Garden,1
1092,Road,34
